po_id,vendor_id,item_id,unit_price,qty,total,date,contract_id
PO000410,V013,ITEM0115,134.3,43,5774.97,2026-08-23,
PO000411,V005,ITEM0197,221.44,28,6200.36,2026-07-04,
PO000412,V018,ITEM0106,363.15,10,3631.49,2026-05-03,
PO000413,V016,ITEM0139,172.12,40,6884.96,2026-06-26,
PO000414,V015,ITEM0189,81.05,19,1539.89,2026-05-27,
PO000415,V010,ITEM0133,412.03,28,11536.71,2026-06-17,
PO000416,V011,ITEM0140,223.72,12,2684.64,2026-07-17,
PO000417,V003,ITEM0146,120.17,38,4566.51,2026-05-31,
PO000418,V005,ITEM0042,51.44,5,257.19,2026-08-07,
PO000419,V011,ITEM0177,184.83,47,8686.93,2026-07-30,
PO000420,V006,ITEM0077,339.49,21,7129.29,2026-05-28,
PO000421,V002,ITEM0131,414.23,18,7456.21,2026-03-09,
PO000422,V012,ITEM0021,297.17,26,7726.37,2026-05-01,
PO000423,V007,ITEM0129,89.7,32,2870.5,2026-03-14,
PO000424,V005,ITEM0036,191.96,33,6334.64,2026-05-07,
PO000425,V019,ITEM0169,107.89,19,2049.88,2026-03-15,
PO000426,V003,ITEM0017,23.29,42,978.36,2026-03-23,
PO000427,V013,ITEM0150,287.21,47,13498.99,2026-06-15,
PO000428,V010,ITEM0111,165.75,10,1657.52,2026-06-18,
PO000429,V002,ITEM0021,303.17,11,3334.85,2026-06-20,
PO000430,V005,ITEM0179,148.78,12,1785.42,2026-04-09,
PO000431,V003,ITEM0153,92.69,25,2317.33,2026-07-09,
PO000432,V018,ITEM0195,99.48,13,1293.26,2026-08-23,
PO000433,V007,ITEM0066,215.9,17,3670.26,2026-07-01,
PO000434,V002,ITEM0086,177.48,36,6389.22,2026-03-27,C0033
PO000435,V013,ITEM0011,462.07,34,15710.36,2026-07-01,
PO000436,V009,ITEM0017,23.92,39,932.84,2026-04-14,
PO000437,V016,ITEM0060,82.26,13,1069.35,2026-03-07,
PO000438,V016,ITEM0088,202.07,19,3839.33,2026-03-19,
PO000439,V017,ITEM0155,312.77,15,4691.55,2026-03-13,
PO000440,V017,ITEM0017,22.9,46,1053.62,2026-07-22,
PO000441,V009,ITEM0060,81.78,29,2371.72,2026-04-20,
PO000442,V001,ITEM0068,422.65,46,19441.88,2026-05-05,
PO000443,V012,ITEM0074,416.47,35,14576.48,2026-05-11,
PO000444,V003,ITEM0172,73.4,32,2348.81,2026-05-03,
PO000445,V017,ITEM0008,443.11,7,3101.78,2026-06-09,
PO000446,V002,ITEM0005,63.93,10,639.32,2026-03-26,
PO000447,V010,ITEM0155,238.74,19,4535.99,2026-02-28,C0018
PO000448,V007,ITEM0170,153.87,46,7077.95,2026-03-17,
PO000449,V004,ITEM0086,186.53,38,7088.19,2026-03-28,
PO000450,V002,ITEM0181,224.13,11,2465.46,2026-08-11,
PO000451,V016,ITEM0003,451.37,9,4062.29,2026-05-20,
PO000452,V001,ITEM0074,423.9,22,9325.73,2026-08-11,
PO000453,V018,ITEM0050,315.24,11,3467.68,2026-06-07,
PO000454,V008,ITEM0062,431.68,24,10360.25,2026-05-19,
PO000455,V017,ITEM0026,234.42,38,8907.9,2026-06-17,
PO000456,V007,ITEM0054,52.06,19,989.22,2026-08-14,
PO000457,V003,ITEM0059,477.54,14,6685.6,2026-03-27,
PO000458,V013,ITEM0142,270.51,4,1082.05,2026-03-20,C0007
PO000459,V012,ITEM0073,297.4,6,1784.39,2026-04-04,
PO000460,V003,ITEM0012,264.97,46,12188.73,2026-08-20,
PO000461,V000,ITEM0138,364.28,40,14571.01,2026-04-03,
PO000462,V018,ITEM0040,666.73,7,4667.11,2026-06-06,
PO000463,V009,ITEM0165,461.71,15,6925.63,2026-07-31,
PO000464,V018,ITEM0056,151.13,8,1209.07,2026-04-16,
PO000465,V011,ITEM0000,221.5,48,10632.17,2026-07-16,
PO000466,V007,ITEM0192,422.32,45,19004.41,2026-05-26,
PO000467,V001,ITEM0109,481.75,42,20233.37,2026-05-23,
PO000468,V010,ITEM0120,212.3,41,8704.38,2026-07-14,
PO000469,V013,ITEM0033,236.64,13,3076.35,2026-04-12,
PO000470,V016,ITEM0135,69.95,10,699.51,2026-05-24,
PO000471,V015,ITEM0135,72.0,12,864.05,2026-03-26,
PO000472,V002,ITEM0029,71.82,15,1077.34,2026-04-21,C0008
PO000473,V018,ITEM0113,477.79,35,16722.61,2026-05-18,
PO000474,V012,ITEM0155,240.07,19,4561.35,2026-07-25,
PO000475,V012,ITEM0114,29.13,43,1252.73,2026-04-03,
PO000476,V006,ITEM0119,11.41,23,262.33,2026-07-09,
PO000477,V006,ITEM0152,221.89,39,8653.89,2026-04-18,
PO000478,V016,ITEM0012,274.69,31,8515.29,2026-04-02,
PO000479,V009,ITEM0182,389.43,1,389.43,2026-04-23,
PO000480,V001,ITEM0021,299.3,23,6883.82,2026-07-04,
PO000481,V010,ITEM0131,442.81,49,21697.57,2026-07-21,
PO000482,V005,ITEM0014,447.28,50,22363.81,2026-07-13,
PO000483,V003,ITEM0089,391.52,47,18401.25,2026-06-02,
PO000484,V008,ITEM0118,221.34,42,9296.34,2026-05-14,
PO000485,V010,ITEM0167,188.24,37,6964.7,2026-08-09,
PO000486,V013,ITEM0190,148.17,28,4148.7,2026-05-04,
PO000487,V015,ITEM0038,401.58,22,8834.66,2026-05-05,
PO000488,V009,ITEM0167,179.22,27,4838.98,2026-05-16,
PO000489,V009,ITEM0139,167.67,22,3688.63,2026-07-28,
PO000490,V012,ITEM0113,482.87,1,482.87,2026-07-19,
PO000491,V012,ITEM0108,243.62,39,9501.36,2026-06-10,
PO000492,V006,ITEM0066,226.85,46,10435.11,2026-08-01,
PO000493,V011,ITEM0112,95.15,29,2759.42,2026-08-24,
PO000494,V000,ITEM0020,95.13,21,1997.63,2026-08-13,
PO000495,V006,ITEM0067,475.82,27,12847.03,2026-06-03,
PO000496,V008,ITEM0173,453.02,20,9060.46,2026-08-17,
PO000497,V007,ITEM0091,347.08,25,8677.02,2026-04-30,
PO000498,V011,ITEM0001,26.85,13,349.11,2026-08-09,
PO000499,V003,ITEM0167,187.05,26,4863.26,2026-04-22,
PO000500,V018,ITEM0115,136.09,38,5171.56,2026-06-14,
PO000501,V008,ITEM0063,405.09,25,10127.2,2026-07-03,
PO000502,V017,ITEM0141,203.12,33,6702.99,2026-06-25,
PO000503,V013,ITEM0148,91.45,3,274.36,2026-08-20,C0007
PO000504,V019,ITEM0063,374.95,13,4874.4,2026-03-11,
PO000505,V006,ITEM0120,212.38,12,2548.51,2026-02-26,
PO000506,V008,ITEM0163,132.72,49,6503.32,2026-03-21,
PO000507,V011,ITEM0078,294.22,29,8532.28,2026-03-03,
PO000508,V009,ITEM0184,458.57,40,18342.65,2026-08-13,
PO000509,V005,ITEM0112,99.99,38,3799.65,2026-04-27,
PO000510,V006,ITEM0010,201.74,25,5043.51,2026-03-08,
PO000511,V011,ITEM0101,317.67,19,6035.73,2026-07-20,
PO000512,V014,ITEM0084,338.96,7,2372.73,2026-05-02,
PO000513,V018,ITEM0008,420.84,30,12625.15,2026-05-31,
PO000514,V000,ITEM0113,502.38,25,12559.62,2026-03-10,
PO000515,V014,ITEM0068,399.33,47,18768.6,2026-04-27,
PO000516,V011,ITEM0090,186.2,42,7820.43,2026-07-21,
PO000517,V005,ITEM0153,98.39,4,393.56,2026-04-10,
PO000518,V016,ITEM0186,152.2,32,4870.54,2026-08-11,
PO000519,V017,ITEM0047,23.13,32,740.3,2026-06-27,
PO000520,V014,ITEM0172,73.78,5,368.92,2026-06-06,
PO000521,V002,ITEM0130,478.26,43,20565.32,2026-05-14,
PO000522,V007,ITEM0116,135.69,21,2849.51,2026-02-26,
PO000523,V005,ITEM0009,491.86,8,3934.85,2026-03-09,
PO000524,V015,ITEM0052,323.58,27,8736.56,2026-07-08,
PO000525,V018,ITEM0038,480.59,22,10572.93,2026-07-18,
PO000526,V004,ITEM0079,433.81,42,18220.2,2026-03-13,
PO000527,V007,ITEM0142,271.4,27,7327.84,2026-08-10,
PO000528,V009,ITEM0115,138.99,27,3752.66,2026-05-29,
PO000529,V018,ITEM0059,496.43,21,10425.05,2026-07-23,
PO000530,V015,ITEM0196,70.23,10,702.31,2026-07-24,
PO000531,V003,ITEM0077,330.24,5,1651.21,2026-06-11,C0026
PO000532,V013,ITEM0120,226.38,9,2037.42,2026-07-06,
PO000533,V015,ITEM0053,101.97,21,2141.3,2026-03-09,
PO000534,V003,ITEM0104,22.44,38,852.87,2026-03-17,
PO000535,V003,ITEM0195,95.21,40,3808.39,2026-04-26,
PO000536,V008,ITEM0014,475.9,34,16180.74,2026-07-15,
PO000537,V010,ITEM0166,252.8,41,10364.7,2026-08-16,
PO000538,V007,ITEM0009,479.76,28,13433.18,2026-05-20,
PO000539,V011,ITEM0193,135.28,27,3652.49,2026-03-01,
PO000540,V002,ITEM0103,91.52,29,2654.12,2026-05-28,
PO000541,V006,ITEM0048,271.53,46,12490.23,2026-07-05,
PO000542,V007,ITEM0008,426.93,48,20492.75,2026-06-09,
PO000543,V004,ITEM0006,25.5,35,892.5,2026-04-09,
PO000544,V018,ITEM0025,10.42,46,479.39,2026-06-03,
PO000545,V007,ITEM0009,504.09,27,13610.38,2026-07-10,
PO000546,V009,ITEM0083,475.43,40,19017.35,2026-03-31,
PO000547,V008,ITEM0196,69.83,13,907.79,2026-04-08,
PO000548,V019,ITEM0191,40.18,26,1044.69,2026-06-12,
PO000549,V015,ITEM0038,393.85,22,8664.73,2026-08-19,
PO000550,V016,ITEM0089,370.21,12,4442.47,2026-05-17,
PO000551,V004,ITEM0096,277.09,11,3048.02,2026-04-20,
PO000552,V014,ITEM0015,220.26,10,2202.56,2026-06-05,
PO000553,V000,ITEM0138,371.59,33,12262.36,2026-08-11,
PO000554,V003,ITEM0111,159.06,29,4612.63,2026-03-28,
PO000555,V008,ITEM0074,390.52,29,11325.2,2026-06-25,
PO000556,V009,ITEM0081,19.38,23,445.67,2026-05-08,
PO000557,V002,ITEM0083,486.12,10,4861.18,2026-07-20,
PO000558,V015,ITEM0094,54.99,28,1539.84,2026-07-30,
PO000559,V007,ITEM0137,62.78,16,1004.5,2026-08-09,
PO000560,V015,ITEM0044,85.18,16,1362.81,2026-08-19,
PO000561,V007,ITEM0189,77.96,14,1091.45,2026-05-18,
PO000562,V004,ITEM0164,436.16,15,6542.44,2026-06-21,
PO000563,V000,ITEM0093,77.52,29,2248.19,2026-04-06,
PO000564,V015,ITEM0012,254.73,22,5604.16,2026-06-27,
PO000565,V004,ITEM0152,209.93,5,1049.63,2026-04-07,
PO000566,V018,ITEM0073,281.19,44,12372.4,2026-05-10,
PO000567,V007,ITEM0032,282.58,46,12998.51,2026-08-06,
PO000568,V011,ITEM0198,53.26,44,2343.38,2026-06-26,
PO000569,V014,ITEM0001,25.9,37,958.21,2026-04-19,
PO000570,V006,ITEM0035,26.18,14,366.46,2026-03-02,
PO000571,V011,ITEM0165,421.17,44,18531.66,2026-06-03,
PO000572,V016,ITEM0133,414.81,25,10370.29,2026-04-04,
PO000573,V009,ITEM0193,130.09,10,1300.93,2026-05-31,
PO000574,V015,ITEM0078,308.96,47,14520.9,2026-03-24,
PO000575,V009,ITEM0142,284.01,1,284.01,2026-03-12,
PO000576,V013,ITEM0042,54.7,33,1805.13,2026-06-11,
PO000577,V001,ITEM0143,442.9,34,15058.7,2026-07-06,
PO000578,V019,ITEM0165,498.03,36,17929.15,2026-03-28,
PO000579,V011,ITEM0131,541.54,17,9206.1,2026-03-24,
PO000580,V014,ITEM0000,224.17,11,2465.87,2026-05-24,
PO000581,V016,ITEM0020,101.15,17,1719.63,2026-03-15,
PO000582,V008,ITEM0026,218.71,18,3936.78,2026-07-16,
PO000583,V007,ITEM0100,189.85,5,949.24,2026-08-10,
PO000584,V010,ITEM0168,486.71,48,23362.12,2026-05-27,
PO000585,V001,ITEM0062,439.58,30,13187.41,2026-06-25,
PO000586,V003,ITEM0194,437.89,34,14888.19,2026-03-09,
PO000587,V016,ITEM0147,284.57,47,13374.79,2026-05-02,
PO000588,V005,ITEM0178,120.88,12,1450.56,2026-07-09,
PO000589,V002,ITEM0019,163.77,17,2784.09,2026-07-03,
PO000590,V008,ITEM0075,62.45,10,624.46,2026-08-25,
PO000591,V016,ITEM0127,136.59,34,4643.9,2026-04-17,C0028
PO000592,V018,ITEM0166,251.5,42,10562.86,2026-04-25,
PO000593,V015,ITEM0092,289.37,25,7234.33,2026-06-09,
PO000594,V019,ITEM0113,476.65,3,1429.96,2026-07-11,
PO000595,V000,ITEM0163,133.9,9,1205.07,2026-06-19,
PO000596,V000,ITEM0157,163.24,47,7672.45,2026-04-12,
PO000597,V007,ITEM0091,359.27,2,718.54,2026-05-20,
PO000598,V012,ITEM0187,487.22,39,19001.45,2026-06-09,
PO000599,V007,ITEM0088,208.9,44,9191.67,2026-03-09,
PO000600,V010,ITEM0118,207.91,15,3118.69,2026-05-05,
PO000601,V001,ITEM0121,453.31,22,9972.79,2026-08-10,
PO000602,V019,ITEM0114,31.32,42,1315.62,2026-08-09,
PO000603,V005,ITEM0102,173.09,26,4500.26,2026-05-15,
PO000604,V011,ITEM0066,224.01,24,5376.31,2026-08-19,
PO000605,V011,ITEM0088,199.51,15,2992.62,2026-08-15,
PO000606,V002,ITEM0182,397.08,7,2779.55,2026-07-13,
PO000607,V004,ITEM0170,155.87,6,935.21,2026-07-09,
PO000608,V019,ITEM0009,499.88,47,23494.43,2026-07-25,
PO000609,V012,ITEM0062,402.72,17,6846.23,2026-03-03,
PO000610,V006,ITEM0133,406.74,46,18709.99,2026-03-23,
PO000611,V010,ITEM0199,175.01,37,6475.42,2026-06-18,
PO000612,V005,ITEM0004,232.33,29,6737.58,2026-04-18,
PO000613,V012,ITEM0014,464.14,49,22742.9,2026-07-19,
PO000614,V018,ITEM0030,66.85,8,534.81,2026-03-28,
PO000615,V001,ITEM0164,450.11,8,3600.91,2026-08-10,
PO000616,V015,ITEM0084,354.25,13,4605.28,2026-06-14,
PO000617,V008,ITEM0154,40.05,2,80.1,2026-04-17,
PO000618,V010,ITEM0192,548.5,18,9873.06,2026-04-24,
PO000619,V003,ITEM0018,400.31,3,1200.92,2026-03-09,
PO000620,V015,ITEM0025,11.36,10,113.57,2026-07-05,
PO000621,V012,ITEM0137,61.55,2,123.1,2026-04-04,
PO000622,V008,ITEM0054,56.24,16,899.82,2026-04-19,
PO000623,V016,ITEM0032,291.66,47,13707.95,2026-03-06,
PO000624,V000,ITEM0064,467.47,27,12621.7,2026-03-24,
PO000625,V006,ITEM0189,78.55,43,3377.72,2026-07-28,
PO000626,V005,ITEM0082,111.68,1,111.68,2026-07-22,
PO000627,V005,ITEM0031,30.61,11,336.73,2026-08-03,
PO000628,V009,ITEM0131,402.06,30,12061.66,2026-04-09,
PO000629,V014,ITEM0111,159.0,44,6995.81,2026-05-10,
PO000630,V009,ITEM0136,449.87,30,13496.22,2026-03-28,
PO000631,V015,ITEM0145,297.36,39,11596.9,2026-08-06,
PO000632,V005,ITEM0121,462.28,21,9707.94,2026-05-21,
PO000633,V002,ITEM0130,468.74,46,21562.13,2026-04-10,
PO000634,V011,ITEM0181,227.56,21,4778.73,2026-07-15,
PO000635,V002,ITEM0043,52.74,21,1107.45,2026-03-27,
PO000636,V008,ITEM0036,193.01,40,7720.31,2026-05-25,
PO000637,V002,ITEM0127,133.46,16,2135.43,2026-07-22,
PO000638,V017,ITEM0123,231.96,17,3943.25,2026-04-17,
PO000639,V005,ITEM0151,56.8,41,2328.79,2026-06-24,
PO000640,V017,ITEM0134,239.78,47,11269.71,2026-07-17,
PO000641,V015,ITEM0035,26.2,46,1205.21,2026-03-03,
PO000642,V003,ITEM0119,11.52,22,253.48,2026-05-23,
PO000643,V003,ITEM0193,134.36,15,2015.38,2026-03-01,
PO000644,V016,ITEM0111,165.64,11,1822.01,2026-03-11,
PO000645,V008,ITEM0115,132.75,16,2124.01,2026-04-07,
PO000646,V017,ITEM0181,223.6,33,7378.78,2026-07-04,
PO000647,V000,ITEM0113,483.64,30,14509.23,2026-04-27,
PO000648,V012,ITEM0160,218.49,32,6991.8,2026-08-25,
PO000649,V014,ITEM0026,216.13,11,2377.38,2026-06-30,
PO000650,V000,ITEM0081,18.06,46,830.74,2026-06-16,
PO000651,V009,ITEM0196,70.79,27,1911.37,2026-03-13,
PO000652,V010,ITEM0142,295.95,32,9470.52,2026-04-28,
PO000653,V018,ITEM0164,429.69,42,18046.9,2026-08-22,
PO000654,V003,ITEM0050,299.52,50,14976.24,2026-08-24,
PO000655,V015,ITEM0159,192.09,7,1344.65,2026-08-11,
PO000656,V006,ITEM0042,52.55,28,1471.39,2026-06-08,
PO000657,V001,ITEM0000,217.55,39,8484.6,2026-05-09,
PO000658,V018,ITEM0002,185.22,11,2037.39,2026-06-22,
PO000659,V016,ITEM0179,160.61,43,6906.19,2026-07-08,
PO000660,V015,ITEM0071,352.96,36,12706.46,2026-07-14,
PO000661,V000,ITEM0074,417.59,10,4175.92,2026-03-29,
PO000662,V012,ITEM0078,315.39,36,11353.93,2026-08-03,
PO000663,V003,ITEM0190,140.93,35,4932.54,2026-03-10,
PO000664,V004,ITEM0073,297.74,28,8336.61,2026-05-26,
PO000665,V012,ITEM0069,176.9,11,1945.93,2026-07-14,
PO000666,V006,ITEM0000,221.25,41,9071.29,2026-03-26,
PO000667,V008,ITEM0116,138.71,8,1109.64,2026-03-09,
PO000668,V015,ITEM0119,11.27,43,484.55,2026-05-13,
PO000669,V000,ITEM0006,25.52,42,1071.88,2026-07-02,
PO000670,V015,ITEM0008,509.09,25,12727.34,2026-07-25,
PO000671,V003,ITEM0174,146.09,27,3944.48,2026-07-31,
PO000672,V011,ITEM0099,434.1,46,19968.49,2026-08-20,
PO000673,V016,ITEM0066,216.88,40,8675.13,2026-08-15,
PO000674,V009,ITEM0080,328.01,33,10824.43,2026-06-25,
PO000675,V004,ITEM0097,24.09,39,939.5,2026-03-06,
PO000676,V012,ITEM0043,53.83,23,1238.2,2026-06-19,
PO000677,V014,ITEM0034,519.68,34,17669.28,2026-07-04,
PO000678,V015,ITEM0155,247.44,25,6185.98,2026-03-30,
PO000679,V002,ITEM0011,463.63,42,19472.39,2026-08-19,
PO000680,V003,ITEM0143,452.85,27,12227.05,2026-03-26,
PO000681,V017,ITEM0194,414.75,29,12027.77,2026-08-25,
PO000682,V010,ITEM0125,89.87,1,89.87,2026-05-03,
PO000683,V003,ITEM0083,520.4,8,4163.2,2026-07-08,
PO000684,V014,ITEM0008,453.85,49,22238.83,2026-06-05,C0003
PO000685,V005,ITEM0027,169.68,49,8314.13,2026-07-30,
PO000686,V012,ITEM0152,208.34,4,833.36,2026-06-05,
PO000687,V007,ITEM0192,415.39,49,20354.0,2026-06-12,
PO000688,V003,ITEM0150,292.0,7,2043.99,2026-06-14,
PO000689,V004,ITEM0177,232.9,47,10946.08,2026-04-02,
PO000690,V011,ITEM0171,396.5,11,4361.45,2026-03-08,
PO000691,V002,ITEM0143,451.11,30,13533.27,2026-04-19,
PO000692,V002,ITEM0193,132.3,45,5953.29,2026-05-21,
PO000693,V006,ITEM0091,412.0,44,18127.9,2026-05-15,
PO000694,V003,ITEM0165,426.47,9,3838.25,2026-04-26,
PO000695,V002,ITEM0082,108.61,18,1954.91,2026-08-19,
PO000696,V011,ITEM0009,514.52,15,7717.8,2026-07-31,
PO000697,V012,ITEM0097,23.76,16,380.19,2026-07-28,
PO000698,V004,ITEM0162,313.03,45,14086.43,2026-08-17,
PO000699,V015,ITEM0090,188.65,30,5659.53,2026-06-10,
PO000700,V012,ITEM0133,392.13,3,1176.38,2026-07-05,
PO000701,V008,ITEM0116,128.42,34,4366.34,2026-06-18,
PO000702,V006,ITEM0176,203.32,14,2846.44,2026-05-11,
PO000703,V010,ITEM0178,122.9,33,4055.66,2026-06-10,C0022
PO000704,V016,ITEM0004,242.72,40,9708.96,2026-03-26,
PO000705,V007,ITEM0041,358.85,21,7535.77,2026-07-29,C0035
PO000706,V003,ITEM0161,273.71,47,12864.36,2026-07-20,
PO000707,V019,ITEM0100,187.76,14,2628.65,2026-06-14,
PO000708,V010,ITEM0062,414.98,12,4979.71,2026-06-10,
PO000709,V015,ITEM0147,287.15,34,9763.19,2026-03-15,
PO000710,V017,ITEM0042,55.64,7,389.48,2026-07-15,
PO000711,V006,ITEM0032,282.31,7,1976.15,2026-03-23,
PO000712,V003,ITEM0119,10.88,46,500.42,2026-08-24,
PO000713,V003,ITEM0068,427.01,8,3416.06,2026-03-13,
PO000714,V013,ITEM0042,55.95,23,1286.81,2026-04-03,
PO000715,V018,ITEM0039,160.34,30,4810.08,2026-03-27,
PO000716,V010,ITEM0183,441.81,10,4418.07,2026-07-21,
PO000717,V006,ITEM0074,394.23,15,5913.5,2026-04-04,
PO000718,V013,ITEM0052,325.37,8,2602.98,2026-04-20,
PO000719,V003,ITEM0032,274.43,36,9879.35,2026-08-14,
PO000720,V017,ITEM0172,68.6,22,1509.3,2026-04-07,
PO000721,V008,ITEM0194,424.93,28,11898.17,2026-03-23,
PO000722,V017,ITEM0148,95.77,4,383.08,2026-03-23,
PO000723,V019,ITEM0171,454.23,2,908.45,2026-05-05,
PO000724,V016,ITEM0171,381.47,22,8392.4,2026-04-24,
PO000725,V008,ITEM0102,161.03,13,2093.43,2026-07-20,
PO000726,V005,ITEM0110,325.09,20,6501.72,2026-06-03,
PO000727,V003,ITEM0128,427.62,50,21381.18,2026-05-13,
PO000728,V013,ITEM0009,506.16,41,20752.69,2026-08-17,
PO000729,V019,ITEM0010,197.89,29,5738.83,2026-05-30,
PO000730,V016,ITEM0099,505.68,14,7079.48,2026-05-13,
PO000731,V018,ITEM0033,234.95,16,3759.13,2026-08-18,
PO000732,V018,ITEM0022,219.04,20,4380.87,2026-08-01,
PO000733,V010,ITEM0121,456.38,42,19167.93,2026-06-18,
PO000734,V007,ITEM0074,390.35,35,13662.36,2026-06-08,
PO000735,V000,ITEM0143,480.55,36,17299.73,2026-07-22,
PO000736,V018,ITEM0019,163.59,26,4253.43,2026-04-04,
PO000737,V002,ITEM0093,77.37,1,77.37,2026-06-26,
PO000738,V010,ITEM0089,387.54,7,2712.78,2026-07-01,
PO000739,V018,ITEM0036,195.6,44,8606.35,2026-07-03,
PO000740,V017,ITEM0167,178.31,46,8202.19,2026-05-29,
PO000741,V001,ITEM0116,189.47,2,378.95,2026-05-08,
PO000742,V015,ITEM0120,218.07,33,7196.37,2026-04-24,
PO000743,V010,ITEM0096,211.81,1,211.81,2026-07-09,
PO000744,V013,ITEM0179,150.27,18,2704.87,2026-07-23,
PO000745,V011,ITEM0082,109.29,23,2513.71,2026-04-07,
PO000746,V007,ITEM0073,293.34,15,4400.16,2026-05-07,
PO000747,V002,ITEM0168,514.53,32,16464.95,2026-07-24,
PO000748,V015,ITEM0087,207.64,11,2283.99,2026-08-02,
PO000749,V002,ITEM0116,131.77,27,3557.77,2026-05-06,
PO000750,V015,ITEM0001,27.07,6,162.45,2026-03-21,
PO000751,V004,ITEM0093,77.78,42,3266.63,2026-03-11,
PO000752,V019,ITEM0145,303.86,13,3950.23,2026-05-08,
PO000753,V011,ITEM0084,358.3,46,16481.93,2026-08-04,
PO000754,V010,ITEM0120,216.31,10,2163.08,2026-05-12,
PO000755,V010,ITEM0198,41.6,45,1871.82,2026-04-16,
PO000756,V006,ITEM0103,89.67,47,4214.37,2026-05-07,
PO000757,V008,ITEM0133,399.28,22,8784.17,2026-03-09,
PO000758,V010,ITEM0003,441.7,49,21643.42,2026-04-01,
PO000759,V011,ITEM0071,349.97,26,9099.32,2026-04-16,
PO000760,V017,ITEM0155,236.56,5,1182.82,2026-08-12,
PO000761,V004,ITEM0142,284.44,36,10239.91,2026-03-13,
PO000762,V010,ITEM0128,454.88,11,5003.63,2026-04-18,
PO000763,V011,ITEM0187,460.42,32,14733.47,2026-03-02,
PO000764,V004,ITEM0056,154.53,24,3708.75,2026-03-03,
PO000765,V003,ITEM0127,140.8,46,6476.93,2026-05-08,
PO000766,V015,ITEM0149,111.41,21,2339.67,2026-04-01,
PO000767,V016,ITEM0108,246.8,40,9871.9,2026-03-05,
PO000768,V006,ITEM0181,210.18,45,9458.19,2026-03-15,
PO000769,V002,ITEM0191,41.0,35,1435.02,2026-06-19,
PO000770,V016,ITEM0175,219.26,30,6577.84,2026-03-08,
PO000771,V017,ITEM0088,197.92,10,1979.18,2026-07-20,
PO000772,V004,ITEM0169,104.72,1,104.72,2026-03-23,
PO000773,V015,ITEM0010,202.27,21,4247.65,2026-08-12,
PO000774,V004,ITEM0136,461.59,50,23079.4,2026-03-28,
PO000775,V017,ITEM0144,282.34,47,13269.83,2026-05-20,
PO000776,V009,ITEM0132,11.2,11,123.24,2026-07-07,C0004
PO000777,V013,ITEM0001,25.19,2,50.39,2026-07-05,
PO000778,V015,ITEM0074,423.3,1,423.3,2026-07-26,
PO000779,V000,ITEM0072,485.97,40,19438.69,2026-07-15,
PO000780,V017,ITEM0053,102.87,14,1440.15,2026-07-30,
PO000781,V014,ITEM0110,331.01,47,15557.56,2026-05-19,
PO000782,V017,ITEM0035,24.17,11,265.84,2026-04-30,
PO000783,V001,ITEM0056,155.41,50,7770.61,2026-05-27,
PO000784,V011,ITEM0111,154.3,49,7560.5,2026-07-29,
PO000785,V005,ITEM0121,456.61,32,14611.54,2026-05-23,
PO000786,V016,ITEM0152,215.91,16,3454.53,2026-04-02,
PO000787,V004,ITEM0082,111.15,6,666.88,2026-03-05,
PO000788,V010,ITEM0072,490.05,19,9310.9,2026-03-13,
PO000789,V014,ITEM0075,60.49,22,1330.88,2026-04-13,
PO000790,V005,ITEM0084,476.14,35,16664.9,2026-05-06,
PO000791,V014,ITEM0097,24.27,9,218.41,2026-03-21,
PO000792,V008,ITEM0020,97.7,41,4005.69,2026-04-18,
PO000793,V011,ITEM0003,437.6,46,20129.47,2026-04-20,
PO000794,V007,ITEM0109,556.22,20,11124.5,2026-07-31,
PO000795,V014,ITEM0067,595.74,19,11319.07,2026-07-30,C0031
PO000796,V005,ITEM0082,111.68,31,3462.17,2026-05-01,
PO000797,V001,ITEM0075,66.21,36,2383.42,2026-08-14,
PO000798,V003,ITEM0087,217.66,47,10229.86,2026-03-24,
PO000799,V004,ITEM0075,66.5,17,1130.53,2026-08-24,
PO000800,V013,ITEM0154,39.97,3,119.9,2026-08-17,
PO000801,V012,ITEM0196,74.09,24,1778.21,2026-07-11,
PO000802,V006,ITEM0008,418.22,2,836.44,2026-03-31,
PO000803,V005,ITEM0118,223.32,36,8039.39,2026-04-19,
PO000804,V013,ITEM0041,375.41,41,15391.8,2026-03-13,
PO000805,V003,ITEM0161,288.38,36,10381.59,2026-06-15,
PO000806,V007,ITEM0114,30.23,33,997.63,2026-08-14,
PO000807,V014,ITEM0117,75.03,13,975.37,2026-08-20,
PO000808,V015,ITEM0137,59.12,5,295.62,2026-05-31,
PO000809,V010,ITEM0110,320.6,31,9938.45,2026-08-06,
PO000810,V017,ITEM0056,161.69,8,1293.51,2026-04-15,
PO000811,V019,ITEM0099,436.6,17,7422.13,2026-03-17,
PO000812,V012,ITEM0011,486.74,50,24337.09,2026-08-01,
PO000813,V004,ITEM0034,514.3,14,7200.26,2026-06-15,
PO000814,V009,ITEM0074,424.14,6,2544.87,2026-08-20,
PO000815,V011,ITEM0005,61.18,29,1774.15,2026-06-17,
PO000816,V004,ITEM0084,355.14,17,6037.4,2026-08-18,
PO000817,V000,ITEM0049,93.88,23,2159.22,2026-08-05,
PO000818,V001,ITEM0084,357.75,3,1073.26,2026-08-21,
PO000819,V001,ITEM0029,74.63,46,3432.86,2026-05-12,
PO000820,V006,ITEM0112,103.07,25,2576.83,2026-07-25,C0010
